id,name,year,classification,runtime,genres,budget,opening_weekend,gross_na,gross_g,release_date,gross_tw,gross_cn,gross_hk,gross_my,gross_sg,gross_xndom,release_date_USA,Genre,Director,Writer,Actors,Language,Awards,Country,Production,imdbVotes,IMDBscore,TomatoesScore,Metascore
tt1386697,Suicide Squad,(2016),PG-13,123min,"Action,Adventure,Fantasy","$175,000,000","$133,682,248","$325,100,054","$746,846,894",Release Date: 5 August 2016 (Taiwan),"9,500,000",0,"6,500,000",0,0,"421,746,840",05 Aug 2016,"Action, Adventure, Fantasy, Sci-Fi",David Ayer,David Ayer,"Will Smith, Jaime FitzSimons, Ike Barinholtz, Margot Robbie","English, Japanese, Spanish",Won 1 Oscar. Another 16 wins & 37 nominations.,USA,Warner Bros. Pictures,"531,344",0.6,0.27,0.4
tt2660888,Star Trek Beyond,(2016),PG-13,122min,"Action,Adventure,Sci-Fi","$185,000,000","$59,253,211","$158,848,340","$343,471,816",Release Date: 21 July 2016 (Taiwan),"2,044,138","65,170,090","1,345,813","1,031,783","1,258,024","184,623,476",22 Jul 2016,"Action, Adventure, Sci-Fi, Thriller",Justin Lin,"Simon Pegg, Doug Jung, Gene Roddenberry (based upon ""Star Trek"" created by)","Chris Pine, Zachary Quinto, Karl Urban, Zoe Saldana",English,Nominated for 1 Oscar. Another 3 wins & 27 nominations.,"USA, China, United Arab Emirates, Canada",Paramount Pictures,"208,362",0.71,0.85,0.68
tt1211837,Doctor Strange,(2016),PG-13,115min,"Action,Adventure,Fantasy","$165,000,000","$85,058,311","$232,641,920","$677,718,395",Release Date: 25 October 2016 (Taiwan),"9,496,024","109,194,913","8,172,143","5,863,005","5,382,107","445,076,475",04 Nov 2016,"Action, Adventure, Fantasy, Sci-Fi",Scott Derrickson,"Jon Spaihts, Scott Derrickson, C. Robert Cargill, Stan Lee (based on the Marvel comics by), Steve Ditko (based on the Marvel comics by)","Benedict Cumberbatch, Chiwetel Ejiofor, Rachel McAdams, Benedict Wong",English,Nominated for 1 Oscar. Another 20 wins & 64 nominations.,USA,Walt Disney Pictures,"508,124",0.75,0.89,0.72
tt4972582,Split,(IX),PG-13,117min,"Horror,Thriller","$9,000,000","$40,010,975","$138,291,365","$278,454,358",Release Date: 3 February 2017 (Taiwan),"5,283,129",0,"2,518,122","662,092","897,103","140,162,993",20 Jan 2017,"Horror, Thriller",M. Night Shyamalan,M. Night Shyamalan,"James McAvoy, Anya Taylor-Joy, Betty Buckley, Haley Lu Richardson",English,8 wins & 19 nominations.,"Japan, USA",Universal Pictures,"356,055",0.73,0.77,0.62
tt3470600,Sing,(2016),PG,108min,"Animation,Comedy,Family","$75,000,000","$35,258,145","$270,395,425","$634,151,679",Release Date: 9 December 2016 (Taiwan),"1,998,106","31,379,920","2,870,603","1,607,233","1,806,364","363,756,254",21 Dec 2016,"Animation, Comedy, Family, Musical","Garth Jennings, Christophe Lourdelet(co-director)",Garth Jennings,"Matthew McConaughey, Reese Witherspoon, Seth MacFarlane, Scarlett Johansson","English, Japanese, Ukrainian",Nominated for 2 Golden Globes. Another 2 wins & 21 nominations.,"Japan, USA",Illumination Entertainment,"115,395",0.71,0.72,0.59
tt2543164,Arrival,(II),PG-13,116min,"Drama,Mystery,Sci-Fi","$47,000,000","$24,074,047","$100,546,139","$203,388,186",Release Date: 10 February 2017 (Taiwan),"877,112","15,884,890","1,124,259","769,021","851,069","102,842,047",11 Nov 2016,"Drama, Mystery, Sci-Fi, Thriller",Denis Villeneuve,"Eric Heisserer (screenplay by), Ted Chiang (based on the story ""Story of Your Life"" written by)","Amy Adams, Jeremy Renner, Forest Whitaker, Michael Stuhlbarg","English, Russian, Mandarin",Won 1 Oscar. Another 64 wins & 251 nominations.,"USA, Canada, India",21 Laps Entertainment,"513,182",0.79,0.94,0.81
tt2119532,Hacksaw Ridge,(2016),R,139min,"Biography,Drama,History","$40,000,000","$15,190,758","$67,209,615","$175,302,354",Release Date: 25 November 2016 (Taiwan),"3,638,467","62,124,942","2,118,421",0,"91,966","108,092,739",04 Nov 2016,"Biography, Drama, History, War",Mel Gibson,"Robert Schenkkan (screenplay by), Andrew Knight (screenplay by)","Andrew Garfield, Richard Pyros, Jacob Warner, Milo Gibson","English, Japanese",Won 2 Oscars. Another 46 wins & 111 nominations.,"Australia, USA",Summit Entertainment,"362,171",0.81,0.86,0.71
tt1355644,Passengers,(I),PG-13,116min,"Drama,Romance,Sci-Fi","$110,000,000","$14,869,736","$100,014,699","$303,144,152",Release Date: 21 December 2016 (Taiwan),"2,296,275","45,279,870","2,764,994","1,240,720",0,"203,129,453",21 Dec 2016,"Drama, Romance, Sci-Fi, Thriller",Morten Tyldum,Jon Spaihts,"Jennifer Lawrence, Chris Pratt, Michael Sheen, Laurence Fishburne","English, Spanish, Japanese, French",Nominated for 2 Oscars. Another 1 win & 9 nominations.,"USA, Australia",Columbia Pictures,"309,316",0.7,0.31,0.41
tt2404435,The Magnificent Seven,(2016),PG-13,132min,"Action,Adventure,Western","$90,000,000","$34,703,397","$93,432,655","$162,360,636",Release Date: 7 October 2016 (Taiwan),"437,348",0,"448,358","1,138,903","710,985","68,927,981",23 Sep 2016,"Action, Adventure, Western",Antoine Fuqua,"Akira Kurosawa (based on the screenplay by), Shinobu Hashimoto (based on the screenplay by), Hideo Oguni (based on the screenplay by), Nic Pizzolatto (screenplay), Richard Wenk (screenplay)","Denzel Washington, Chris Pratt, Ethan Hawke, Vincent D'Onofrio","English, North American Indian, Spanish",5 wins & 12 nominations.,USA,Sony Pictures,"167,940",0.69,0.64,0.54
tt4520364,Morgan,(2016),R,92min,"Action,Horror,Sci-Fi","$8,000,000","$2,012,709","$3,915,251","$8,906,178",Release Date: 2 September 2016 (Taiwan),0,0,0,0,0,"4,990,927",02 Sep 2016,"Action, Horror, Sci-Fi, Thriller",Luke Scott,Seth W. Owen,"Kate Mara, Anya Taylor-Joy, Rose Leslie, Michael Yare","English, Mandarin",2 nominations.,USA,Scott Free Films,"35,082",0.58,0.37,0.48
