id,name,year,classification,runtime,genres,budget,opening_weekend,gross_na,gross_g,release_date,gross_tw,gross_cn,gross_hk,gross_my,gross_sg,gross_xndom,release_date_USA,Genre,Director,Writer,Actors,Language,Awards,Country,Production,imdbVotes,IMDBscore,TomatoesScore,Metascore
tt2278388,The Grand Budapest Hotel,(2014),R,99min,"Adventure,Comedy,Crime","$25,000,000","$811,166","$59,301,324","$174,801,324",Release Date: 18 April 2014 (Taiwan),0,0,"519,422","57,706","651,740","115,500,000",28 Mar 2014,"Adventure, Comedy, Crime, Drama",Wes Anderson,"Stefan Zweig (inspired by the writings of), Wes Anderson (screenplay), Wes Anderson (story), Hugo Guinness (story)","Ralph Fiennes, F. Murray Abraham, Mathieu Amalric, Adrien Brody","English, French, German",Won 4 Oscars. Another 127 wins & 218 nominations.,"USA, Germany",Fox Searchlight,"629,114",0.81,0.91,0.88
tt0455944,The Equalizer,(2014),R,132min,"Action,Crime,Thriller","$55,000,000","$34,137,828","$101,530,738","$192,330,738",Release Date: 24 October 2014 (Taiwan),"1,083,835",0,"537,979","1,589,918","977,650","90,800,000",26 Sep 2014,"Action, Crime, Thriller",Antoine Fuqua,"Richard Wenk, Michael Sloan (based on the television series created by), Richard Lindheim (based on the television series created by)","Denzel Washington, Marton Csokas, Chloë Grace Moretz, David Harbour","English, Russian, Spanish",1 win & 9 nominations.,USA,Sony Pictures,"300,294",0.72,0.6,0.57
tt0470752,Ex Machina,(2014),R,108min,"Drama,Mystery,Sci-Fi","$15,000,000","$237,264","$25,442,958","$36,869,414",Release Date: 21 January 2015 (UK),0,0,0,0,"30,000","11,426,456",24 Apr 2015,"Drama, Mystery, Sci-Fi, Thriller",Alex Garland,Alex Garland,"Domhnall Gleeson, Alicia Vikander, Oscar Isaac, Sonoya Mizuno",English,Won 1 Oscar. Another 70 wins & 153 nominations.,UK,A24 Films,"422,455",0.77,0.92,0.78
tt1631867,Edge of Tomorrow,(2014),PG-13,113min,"Action,Sci-Fi","$178,000,000","$28,760,246","$100,206,256","$370,541,256",Release Date: 30 May 2014 (Taiwan),0,"65,660,000","2,761,858","3,740,645","2,619,544","270,335,000",06 Jun 2014,"Action, Sci-Fi",Doug Liman,"Christopher McQuarrie (screenplay by), Jez Butterworth (screenplay by), John-Henry Butterworth (screenplay by), Hiroshi Sakurazaka (based on the novel ""All You Need Is Kill"" by)","Tom Cruise, Emily Blunt, Brendan Gleeson, Bill Paxton",English,11 wins & 37 nominations.,"USA, Canada",Warner Bros. Pictures,"544,801",0.79,0.9,0.71
tt1840309,Divergent,(2014),PG-13,139min,"Action,Adventure,Mystery","$85,000,000","$54,607,747","$150,947,895","$288,885,818",Release Date: 11 April 2014 (Taiwan),0,"12,320,000","1,135,055","1,489,105","2,276,242","137,937,923",21 Mar 2014,"Action, Adventure, Mystery, Sci-Fi",Neil Burger,"Evan Daugherty (screenplay), Vanessa Taylor (screenplay), Veronica Roth (novel)","Shailene Woodley, Theo James, Ashley Judd, Jai Courtney","English, Spanish",7 wins & 11 nominations.,USA,Lionsgate Films/Summit Entertainment,"398,123",0.67,0.42,0.48
tt2562232,Birdman or (The Unexpected Virtue of Ignorance),(2014),R,119min,"Comedy,Drama","$18,000,000","$424,397","$42,340,598","$103,215,094",Release Date: 16 January 2015 (Taiwan),"847,691",0,"773,731","69,889","314,376","60,874,496",14 Nov 2014,"Comedy, Drama",Alejandro G. Iñárritu,"Alejandro G. Iñárritu, Nicolás Giacobone, Alexander Dinelaris, Armando Bo, Raymond Carver (play)","Michael Keaton, Emma Stone, Kenny Chin, Jamahl Garrison-Lowe",English,Won 4 Oscars. Another 191 wins & 275 nominations.,USA,Fox Searchlight,"518,587",0.77,0.91,0.87
tt2883512,Chef,(2014),R,114min,"Adventure,Comedy,Drama","$11,000,000","$204,961","$31,424,003","$45,967,935",Release Date: 19 September 2014 (Taiwan),0,0,"427,997","40,635","196,953","14,543,932",30 May 2014,"Adventure, Comedy, Drama",Jon Favreau,Jon Favreau,"Jon Favreau, John Leguizamo, Bobby Cannavale, Emjay Anthony","English, Spanish",2 wins & 4 nominations.,USA,Open Road Films,"172,150",0.73,0.87,0.68
tt2713180,Fury,(2014),R,134min,"Action,Drama,War","$68,000,000","$23,702,421","$85,817,906","$211,817,906",Release Date: 14 November 2014 (Taiwan),"1,699,142","19,180,000","1,873,455","470,006","1,414,610","126,000,000",17 Oct 2014,"Action, Drama, War",David Ayer,David Ayer,"Brad Pitt, Shia LaBeouf, Logan Lerman, Michael Peña","English, German",5 wins & 23 nominations.,"USA, China, UK",Sony Pictures,"379,602",0.76,0.77,0.64
tt1646971,How to Train Your Dragon 2,(2014),PG,102min,"Animation,Action,Adventure","$145,000,000","$49,451,322","$177,002,924","$621,537,519",Release Date: 4 July 2014 (Taiwan),0,"65,100,000","2,413,751","3,961,403","3,677,546","444,534,595",13 Jun 2014,"Animation, Action, Adventure, Comedy, Family, Fantasy",Dean DeBlois,"Dean DeBlois, Cressida Cowell (based upon the ""How to Train Your Dragon"" book series by)","Jay Baruchel, Cate Blanchett, Gerard Butler, Craig Ferguson",English,Nominated for 1 Oscar. Another 14 wins & 60 nominations.,USA,20th Century Fox,"275,925",0.78,0.92,0.76
tt1872181,The Amazing Spider-Man 2,(2014),PG-13,142min,"Action,Adventure,Sci-Fi","$200,000,000","$91,608,337","$202,853,933","$708,982,323",Release Date: 23 April 2014 (Taiwan),0,"94,430,000","7,828,990","9,394,162","7,125,346","506,128,390",02 May 2014,"Action, Adventure, Sci-Fi",Marc Webb,"Alex Kurtzman (screenplay), Roberto Orci (screenplay), Jeff Pinkner (screenplay), Alex Kurtzman (screen story), Roberto Orci (screen story), Jeff Pinkner (screen story), James Vanderbilt (screen story), Stan Lee (Marvel comic book), Steve Ditko (Marvel comic book)","Andrew Garfield, Emma Stone, Jamie Foxx, Dane DeHaan",English,3 wins & 29 nominations.,USA,Sony Pictures,"386,169",0.66,0.52,0.53
tt1253863,300: Rise of an Empire,(2014),R,102min,"Action,Fantasy,War","$110,000,000","$45,038,460","$106,580,051","$337,580,051",Release Date: 7 March 2014 (Taiwan),0,0,"1,841,800","3,119,383","2,517,937","231,000,000",07 Mar 2014,"Action, Fantasy, War",Noam Murro,"Zack Snyder (screenplay), Kurt Johnstad (screenplay), Frank Miller (graphic novel ""Xerxes"")","Sullivan Stapleton, Eva Green, Lena Headey, Hans Matheson",English,1 win & 6 nominations.,USA,Warner Bros. Pictures,"262,166",0.62,0.44,0.48
tt1638002,"Love, Rosie",(2014),R,102min,"Comedy,Romance",,"$14,893","$20,431","$25,574,387",Release Date: 19 December 2014 (Taiwan),"480,732",0,"842,813","289,639","265,484","25,553,956",22 Oct 2014,"Comedy, Romance",Christian Ditter,"Juliette Towhidi (screenplay), Cecelia Ahern (novel)","Lily Collins, Sam Claflin, Christian Cooke, Jaime Winstone",English,N/A,"Germany, UK",Film Arcade,"104,521",0.72,0.33,0.44
tt2310332,The Hobbit: The Battle of the Five Armies,(2014),PG-13,144min,"Adventure,Fantasy","$250,000,000","$54,724,334","$255,119,788","$956,019,788",Release Date: 17 December 2014 (Taiwan),"6,040,646","121,720,000","4,154,526","6,642,432","4,671,403","700,900,000",17 Dec 2014,"Adventure, Fantasy",Peter Jackson,"Fran Walsh (screenplay), Philippa Boyens (screenplay), Peter Jackson (screenplay), Guillermo del Toro (screenplay), J.R.R. Tolkien (novel)","Ian McKellen, Martin Freeman, Richard Armitage, Ken Stott",English,Nominated for 1 Oscar. Another 7 wins & 51 nominations.,"New Zealand, USA",Warner Bros.,"436,512",0.74,0.59,0.59
tt2872718,Nightcrawler,(2014),R,117min,"Crime,Drama,Thriller","$8,500,000","$10,441,000","$32,381,217","$38,697,217",Release Date: 14 November 2014 (Taiwan),"204,516",0,"239,160","94,873","147,078","6,316,000",31 Oct 2014,"Crime, Drama, Thriller",Dan Gilroy,Dan Gilroy,"Jake Gyllenhaal, Michael Papajohn, Marco Rodríguez, Bill Paxton",English,Nominated for 1 Oscar. Another 43 wins & 120 nominations.,USA,Open Road Films,"401,870",0.79,0.95,0.76
tt2179136,American Sniper,(2014),R,133min,"Action,Biography,Drama","$58,800,000","$633,456","$350,126,372","$547,426,372",Release Date: 15 January 2015 (Taiwan),"4,199,701",0,"1,619,567",0,"1,340,733","197,300,000",16 Jan 2015,"Action, Biography, Drama, War",Clint Eastwood,"Jason Hall, Chris Kyle (book), Scott McEwen (book), Jim DeFelice (book)","Bradley Cooper, Kyle Gallner, Cole Konis, Ben Reed","English, Arabic",Won 1 Oscar. Another 23 wins & 42 nominations.,USA,Warner Bros.,"400,977",0.73,0.72,0.72
tt2203939,The Other Woman,(2014),PG-13,109min,"Comedy,Romance","$40,000,000","$24,763,752","$83,911,193","$196,710,396",Release Date: 18 April 2014 (Taiwan),0,0,"1,063,179","395,666","985,381","112,799,203",25 Apr 2014,"Comedy, Romance",Nick Cassavetes,Melissa Stack,"Cameron Diaz, Leslie Mann, Nikolaj Coster-Waldau, Don Johnson",English,3 wins & 5 nominations.,USA,20th Century Fox,"122,210",0.6,0.26,0.39
tt3235888,It Follows,(2014),R,100min,"Horror,Mystery","$1,000,000","$160,089","$14,674,076","$21,528,593",Release Date: 13 March 2015 (Taiwan),"23,366",0,"79,807","89,070",0,"6,854,517",13 Mar 2015,"Horror, Mystery",David Robert Mitchell,David Robert Mitchell,"Bailey Spry, Carollette Phillips, Loren Bass, Keir Gilchrist",English,24 wins & 41 nominations.,USA,Radius-TWC,"181,077",0.69,0.96,0.83
tt2397535,Predestination,(I),R,97min,"Drama,Mystery,Sci-Fi",,"$44,028","$68,372","$4,824,499",Release Date: 6 March 2015 (Taiwan),"224,831","1,830,000","150,001",0,"132,201","4,756,127",09 Jan 2015,"Drama, Mystery, Sci-Fi, Thriller","Michael Spierig, Peter Spierig","Michael Spierig, Peter Spierig, Robert A. Heinlein (based on the short story ""All You Zombies"" by)","Ethan Hawke, Sarah Snook, Christopher Kirby, Christopher Sommers",English,11 wins & 18 nominations.,"Australia, USA",Sony Pictures,"223,867",0.75,0.84,0.69
tt2980516,The Theory of Everything,(2014),PG-13,123min,"Biography,Drama,Romance","$15,000,000","$208,763","$35,893,537","$123,726,688",Release Date: 5 December 2014 (Taiwan),"435,640",0,"1,026,793","69,245","448,270","87,833,151",26 Nov 2014,"Biography, Drama, Romance",James Marsh,"Anthony McCarten (screenplay), Jane Hawking (book)","Eddie Redmayne, Felicity Jones, Tom Prior, Sophie Perry","English, French",Won 1 Oscar. Another 24 wins & 121 nominations.,"UK, Japan, USA",Focus Features,"360,073",0.77,0.79,0.72
tt1490017,The Lego Movie,(2014),PG,100min,"Animation,Action,Adventure","$60,000,000","$69,050,279","$257,760,692","$469,160,692",Release Date: 7 February 2014 (Taiwan),0,0,"1,919,875","1,331,532","2,459,282","211,400,000",07 Feb 2014,"Animation, Action, Adventure, Comedy, Family, Fantasy","Phil Lord, Christopher Miller","Phil Lord (screenplay), Christopher Miller (screenplay), Dan Hageman (story), Kevin Hageman (story), Phil Lord (story), Christopher Miller (story), Ole Kirk Christiansen (based on LEGO Construction Toys created by), Godtfred Kirk Christiansen (based on LEGO Construction Toys created by), Jens Nygaard Knudsen (based on LEGO Construction Toys created by), Peter Laird (characters created by: Teenage Mutant Ninja Turtles), Kevin Eastman (characters created by: Teenage Mutant Ninja Turtles)","Will Arnett, Elizabeth Banks, Craig Berry, Alison Brie","English, Turkish",Nominated for 1 Oscar. Another 73 wins & 61 nominations.,"USA, Denmark, Australia",Warner Bros. Pictures,"303,552",0.78,0.95,0.83
tt1121096,Seventh Son,(I),PG-13,102min,"Action,Adventure,Fantasy","$95,000,000","$7,217,640","$17,223,265","$114,178,613",Release Date: 31 December 2014 (Taiwan),"1,628,155","27,560,000","584,119","3,001,702","1,458,071","96,955,348",06 Feb 2015,"Action, Adventure, Fantasy",Sergei Bodrov,"Charles Leavitt (screenplay), Steven Knight (screenplay), Matt Greenberg (screen story), Joseph Delaney (novel)","Jeff Bridges, Ben Barnes, Julianne Moore, Alicia Vikander",English,2 wins & 1 nomination.,"USA, UK, Canada, China",Universal,"66,300",0.55,0.11,0.3
tt2582846,The Fault in Our Stars,(2014),PG-13,126min,"Drama,Romance","$12,000,000","$48,002,523","$124,872,350","$307,166,834",Release Date: 25 July 2014 (Taiwan),0,0,"1,028,538","1,003,931","1,600,384","182,294,484",06 Jun 2014,"Drama, Romance",Josh Boone,"Scott Neustadter (screenplay), Michael H. Weber (screenplay), John Green (book)","Shailene Woodley, Ansel Elgort, Nat Wolff, Laura Dern",English,21 wins & 14 nominations.,USA,20th Century Fox,"314,421",0.77,0.8,0.69
tt1790864,The Maze Runner,(2014),PG-13,113min,"Action,Mystery,Sci-Fi","$34,000,000","$32,512,804","$102,427,862","$348,319,861",Release Date: 12 September 2014 (Taiwan),0,"23,990,000","4,174,555","5,617,491","3,851,494","245,891,999",19 Sep 2014,"Action, Mystery, Sci-Fi, Thriller",Wes Ball,"Noah Oppenheim (screenplay by), Grant Pierce Myers (screenplay by), T.S. Nowlin (screenplay by), James Dashner (based upon the novel by)","Dylan O'Brien, Aml Ameen, Ki Hong Lee, Blake Cooper",English,4 wins & 11 nominations.,"USA, UK",20th Century Fox,"385,431",0.68,0.65,0.57
tt1267297,Hercules,(I),PG-13,98min,"Action,Adventure,Fantasy","$100,000,000","$29,800,263","$72,688,614","$244,819,862",Release Date: 24 July 2014 (Taiwan),0,"13,170,000","582,498","4,291,639","2,270,200","172,131,248",25 Jul 2014,"Action, Adventure, Fantasy",Brett Ratner,"Ryan J. Condal (screenplay by), Evan Spiliotopoulos (screenplay by), Steve Moore (based on Radical Comics' ""Hercules"" by)","Dwayne Johnson, Ian McShane, John Hurt, Rufus Sewell",English,2 nominations.,USA,Paramount Pictures,"136,755",0.6,0.58,0.47
tt2321549,The Babadook,(2014),NotRated,94min,"Drama,Horror","$2,000,000","$30,007","$964,413","$10,312,540",Release Date: 23 January 2015 (Taiwan),0,0,0,0,"203,959","9,348,127",28 Nov 2014,"Drama, Horror",Jennifer Kent,Jennifer Kent,"Essie Davis, Noah Wiseman, Hayley McElhinney, Daniel Henshall",English,55 wins & 61 nominations.,"Australia, Canada",IFC Films,"170,529",0.68,0.98,0.86
tt2333784,The Expendables 3,(2014),PG-13,126min,"Action,Adventure,Thriller","$90,000,000","$15,879,645","$39,322,544","$214,657,577",Release Date: 15 August 2014 (Taiwan),0,"72,870,000","1,743,201","2,176,373","1,331,311","175,335,033",15 Aug 2014,"Action, Adventure, Thriller",Patrick Hughes,"Sylvester Stallone (screenplay by), Creighton Rothenberger (screenplay), Katrin Benedikt (screenplay), Sylvester Stallone (story by), Dave Callaham (characters)","Sylvester Stallone, Jason Statham, Harrison Ford, Arnold Schwarzenegger","English, Romanian, Spanish",2 wins & 5 nominations.,"USA, France, Bulgaria, Germany",Lionsgate Pictures,"155,618",0.61,0.32,0.35
tt2245084,Big Hero 6,(2014),PG,102min,"Animation,Action,Adventure","$165,000,000","$56,215,889","$222,527,828","$657,818,612",Release Date: 31 December 2014 (Taiwan),"4,712,203","83,765,749","4,303,278","6,144,385","4,108,229","435,290,784",07 Nov 2014,"Animation, Action, Adventure, Comedy, Family, Sci-Fi","Don Hall, Chris Williams","Jordan Roberts (screenplay by), Robert L. Baird (screenplay by), Daniel Gerson (screenplay by), Man of Action (Big Hero 6 team and characters created by), Steven T. Seagle (characters), Duncan Rouleau (characters)","Scott Adsit, Ryan Potter, Daniel Henney, T.J. Miller",English,Won 1 Oscar. Another 16 wins & 57 nominations.,USA,Walt Disney Pictures,"369,099",0.78,0.89,0.74
tt2109248,Transformers: Age of Extinction,(2014),PG-13,165min,"Action,Adventure,Sci-Fi","$210,000,000","$100,038,390","$245,439,076","$1,104,054,072",Release Date: 27 June 2014 (Taiwan),0,"320,000,000","12,669,572","13,528,587","8,595,728","858,614,996",27 Jun 2014,"Action, Adventure, Sci-Fi",Michael Bay,Ehren Kruger,"Mark Wahlberg, Stanley Tucci, Kelsey Grammer, Nicola Peltz",English,5 wins & 23 nominations.,"USA, China, Hong Kong",Paramount Pictures,"282,933",0.57,0.18,0.32
tt1086772,Blended,(2014),PG-13,117min,"Comedy,Romance","$40,000,000","$14,284,031","$46,294,610","$128,034,610",Release Date: 20 June 2014 (Taiwan),0,0,"392,575","374,695","582,590","81,740,000",23 May 2014,"Comedy, Romance",Frank Coraci,"Ivan Menchell, Clare Sera","Adam Sandler, Drew Barrymore, Kevin Nealon, Terry Crews",English,1 win & 10 nominations.,USA,Warner Bros. Pictures,"106,269",0.65,0.14,0.31
tt2265171,The Raid 2,(2014),R,150min,"Action,Crime,Thriller","$4,500,000","$165,292","$2,627,209","$6,566,916",Release Date: 11 April 2014 (USA),0,0,"110,852",0,0,"3,939,707",11 Apr 2014,"Action, Crime, Thriller",Gareth Evans,Gareth Evans,"Iko Uwais, Arifin Putra, Tio Pakusadewo, Oka Antara","Indonesian, Japanese, English",4 wins & 9 nominations.,"Indonesia, USA",Sony Pictures Classics,"103,933",0.8,0.8,0.71
tt0829150,Dracula Untold,(2014),PG-13,92min,"Action,Drama,Fantasy","$70,000,000","$23,514,615","$56,280,355","$217,124,280",Release Date: 9 October 2014 (Taiwan),"4,139,012",0,"1,421,620","4,145,526","2,464,202","160,843,925",10 Oct 2014,"Action, Drama, Fantasy, Horror, War",Gary Shore,"Matt Sazama (screenplay), Burk Sharpless (screenplay), Bram Stoker (characters)","Luke Evans, Sarah Gadon, Dominic Cooper, Art Parkinson","English, Turkish",3 wins & 5 nominations.,"USA, Japan",Universal Pictures,"164,580",0.63,0.24,0.4
tt1809398,Unbroken,(I),PG-13,137min,"Biography,Drama,Sport","$65,000,000","$30,621,445","$115,637,895","$163,442,937",Release Date: 25 December 2014 (USA),"344,862","5,400,000","149,036",0,"268,365","47,805,042",25 Dec 2014,"Biography, Drama, Sport, War",Angelina Jolie,"Joel Coen (screenplay), Ethan Coen (screenplay), Richard LaGravenese (screenplay), William Nicholson (screenplay), Laura Hillenbrand (book)","Jack O'Connell, Domhnall Gleeson, Garrett Hedlund, Miyavi","English, Japanese, Italian",Nominated for 3 Oscars. Another 14 wins & 29 nominations.,USA,Universal Pictures,"129,305",0.72,0.51,0.59
tt1441953,Testament of Youth,(2014),PG-13,129min,"Biography,Drama,History",,"$53,000","$1,822,250","$5,874,883",Release Date: 16 January 2015 (UK),0,0,0,0,0,"4,052,633",16 Jan 2015,"Biography, Drama, History, War",James Kent,"Vera Brittain (autobiography), Juliette Towhidi (screenplay by)","Alicia Vikander, Taron Egerton, Colin Morgan, Dominic West","English, German",5 wins & 5 nominations.,"UK, Denmark",Sony Pictures Classics,"23,462",0.73,0.84,0.76
