id,name,year,classification,runtime,genres,budget,opening_weekend,gross_na,gross_g,release_date,gross_tw,gross_cn,gross_hk,gross_my,gross_sg,gross_xndom,release_date_USA,Genre,Director,Writer,Actors,Language,Awards,Country,Production,imdbVotes,IMDBscore,TomatoesScore,Metascore
tt4425200,John Wick: Chapter 2,(2017),R,122min,"Action,Crime,Thriller","$40,000,000","$30,436,123","$92,029,184","$171,539,887",Release Date: 10 February 2017 (Taiwan),"2,594,513",0,"1,684,217","1,988,824","1,040,563","79,510,703",10 Feb 2017,"Action, Crime, Thriller",Chad Stahelski,"Derek Kolstad, Derek Kolstad (based on characters created by)","Keanu Reeves, Riccardo Scamarcio, Ian McShane, Ruby Rose","English, Italian, Russian",4 wins & 4 nominations.,"USA, Hong Kong",Summit Entertainment,"278,669",0.75,0.89,0.75
tt5052448,Get Out,(I),R,104min,"Horror,Mystery,Thriller","$4,500,000","$33,377,060","$176,040,665","$255,413,411",Release Date: 21 April 2017 (Taiwan),"1,780,502",0,"922,138","226,793","347,689","79,372,746",24 Feb 2017,"Horror, Mystery, Thriller",Jordan Peele,Jordan Peele,"Daniel Kaluuya, Allison Williams, Catherine Keener, Bradley Whitford",English,Won 1 Oscar. Another 122 wins & 181 nominations.,"USA, Japan",Universal Pictures,"394,456",0.77,0.98,0.84
tt2250912,Spider-Man: Homecoming,(2017),PG-13,133min,"Action,Adventure,Sci-Fi","$175,000,000","$117,027,503","$334,201,140","$880,166,924",Release Date: 5 July 2017 (Taiwan),"9,657,745","116,280,889","9,080,755","6,771,976","5,316,786","545,965,784",07 Jul 2017,"Action, Adventure, Sci-Fi",Jon Watts,"Jonathan Goldstein (screenplay by), John Francis Daley (screenplay by), Jon Watts (screenplay by), Christopher Ford (screenplay by), Chris McKenna (screenplay by), Erik Sommers (screenplay by), Jonathan Goldstein (screen story by), John Francis Daley (screen story by), Stan Lee (based on the Marvel comic book by), Steve Ditko (based on the Marvel comic book by), Joe Simon (Captain America created by), Jack Kirby (Captain America created by)","Tom Holland, Michael Keaton, Robert Downey Jr., Marisa Tomei","English, Spanish",4 wins & 9 nominations.,USA,Sony Pictures,"418,900",0.75,0.92,0.73
tt2771200,Beauty and the Beast,(2017),PG,129min,"Family,Fantasy,Musical","$160,000,000","$174,750,616","$504,014,165","$1,263,521,126",Release Date: 16 March 2017 (Taiwan),"8,232,563","85,763,002","9,231,866","5,527,695","5,359,049","759,506,961",17 Mar 2017,"Family, Fantasy, Musical, Romance",Bill Condon,"Stephen Chbosky (screenplay by), Evan Spiliotopoulos (screenplay by), Linda Woolverton (based on the 1991 animated film ""Beauty and the Beast"" animation screenplay by)","Emma Watson, Dan Stevens, Luke Evans, Josh Gad",English,Nominated for 2 Oscars. Another 12 wins & 65 nominations.,USA,Walt Disney Pictures,"236,102",0.72,0.71,0.65
tt3896198,Guardians of the Galaxy Vol. 2,(2017),PG-13,136min,"Action,Adventure,Comedy","$200,000,000","$146,510,104","$389,813,101","$863,756,051",Release Date: 27 April 2017 (Taiwan),"4,715,392","100,663,260","4,756,321","5,327,621","4,606,033","473,942,950",05 May 2017,"Action, Adventure, Comedy, Sci-Fi",James Gunn,"James Gunn, Dan Abnett (based on the Marvel comics by), Andy Lanning (based on the Marvel comics by), Steve Englehart (Star-Lord created by), Steve Gan (Star-Lord created by), Jim Starlin (Gamora and Drax created by), Stan Lee (Groot created by), Larry Lieber (Groot created by), Jack Kirby (Groot created by), Bill Mantlo (Rocket Raccoon created by), Keith Giffen (Rocket Raccoon created by), Steve Gerber (Howard the Duck created by), Val Mayerik (Howard the Duck created by)","Chris Pratt, Zoe Saldana, Dave Bautista, Vin Diesel",English,Nominated for 1 Oscar. Another 12 wins & 42 nominations.,USA,Walt Disney Pictures,"471,312",0.77,0.84,0.67
tt1469304,Baywatch,(2017),R,116min,"Action,Comedy,Crime","$69,000,000","$18,503,871","$58,060,186","$177,856,751",Release Date: 12 May 2017 (Taiwan),"2,592,224",0,"1,157,989","1,743,775","943,105","119,796,565",25 May 2017,"Action, Comedy, Crime",Seth Gordon,"Michael Berk (based on the series ""Baywatch"" created by), Douglas Schwartz (based on the series ""Baywatch"" created by), Gregory J. Bonann (based on the series ""Baywatch"" created by), Jay Scherick (story by), David Ronn (story by), Thomas Lennon (story by), Robert Ben Garant (story by), Damian Shannon (screenplay by), Mark Swift (screenplay by)","Dwayne Johnson, Zac Efron, Priyanka Chopra, Alexandra Daddario","English, Spanish",3 wins & 10 nominations.,"UK, China, USA",Paramount Pictures,"136,443",0.56,0.18,0.37
tt0451279,Wonder Woman,(2017),PG-13,141min,"Action,Adventure,Fantasy","$149,000,000","$103,251,471","$412,563,408","$821,847,012",Release Date: 30 May 2017 (Taiwan),"11,000,000","90,498,909","6,500,000",0,0,"409,283,604",02 Jun 2017,"Action, Adventure, Fantasy, Sci-Fi, War",Patty Jenkins,"Allan Heinberg (screenplay by), Zack Snyder (story by), Allan Heinberg (story by), Jason Fuchs (story by), William Moulton Marston (Wonder Woman created by)","Gal Gadot, Chris Pine, Connie Nielsen, Robin Wright","English, German, Dutch, French, Spanish, Chinese, Greek,  Ancient (to 1453), North American Indian",17 wins & 54 nominations.,"USA, China, Hong Kong",Warner Bros. Pictures,"485,652",0.75,0.93,0.76
tt3890160,Baby Driver,(2017),R,113min,"Action,Crime,Drama","$34,000,000","$20,553,320","$107,825,862","$226,945,087",Release Date: 3 August 2017 (Taiwan),"1,410,646","16,576,214","412,195","1,509,024","805,108","119,119,225",28 Jun 2017,"Action, Crime, Drama, Music, Thriller",Edgar Wright,Edgar Wright,"Ansel Elgort, Jon Bernthal, Jon Hamm, Eiza González","English, American Sign Language",Nominated for 3 Oscars. Another 31 wins & 44 nominations.,"UK, USA",Sony Pictures,"361,073",0.76,0.93,0.86
tt3717490,Power Rangers,(2017),PG-13,124min,"Action,Adventure,Sci-Fi","$100,000,000","$40,300,288","$85,364,450","$142,337,240",Release Date: 24 March 2017 (Taiwan),"743,630","4,246,955","617,635","2,764,913","1,301,436","56,972,790",24 Mar 2017,"Action, Adventure, Sci-Fi",Dean Israelite,"John Gatins (screenplay by), Matt Sazama (story by), Burk Sharpless (story by), Michele Mulroney (story by), Kieran Mulroney (story by), Haim Saban (based upon ""Power Rangers"" created by), Saburo Yatsude (television series: ""Super Sentai""), Shôtarô Ishinomori (television series: ""Super Sentai"")","Dacre Montgomery, Naomi Scott, RJ Cyler, Ludi Lin","English, Mandarin",6 nominations.,"USA, Hong Kong, Japan, Mexico, Canada, New Zealand",Lionsgate Films,"91,563",0.6,0.49,0.44
tt3315342,Logan,(2017),R,137min,"Action,Drama,Sci-Fi","$97,000,000","$88,411,916","$226,277,068","$619,021,436",Release Date: 28 February 2017 (Taiwan),"7,170,548","106,226,155","5,286,790","4,477,218","3,676,578","392,744,368",03 Mar 2017,"Action, Drama, Sci-Fi, Thriller",James Mangold,"James Mangold (story by), Scott Frank (screenplay by), James Mangold (screenplay by), Michael Green (screenplay by)","Hugh Jackman, Patrick Stewart, Dafne Keen, Boyd Holbrook","English, Spanish",Nominated for 1 Oscar. Another 13 wins & 55 nominations.,USA,20th Century Fox,"551,781",0.81,0.93,0.77
