id,name,year,classification,runtime,genres,budget,opening_weekend,gross_na,gross_g,release_date,gross_tw,gross_cn,gross_hk,gross_my,gross_sg,gross_xndom,release_date_USA,Genre,Director,Writer,Actors,Language,Awards,Country,Production,imdbVotes,IMDBscore,TomatoesScore,Metascore
tt0482571,The Prestige,(2006),PG-13,130min,"Drama,Mystery,Sci-Fi","$40,000,000","$14,801,808","$53,089,891","$109,676,311",Release Date: 20 October 2006 (Taiwan),"1,163,264",0,"680,425","62,000","202,000","56,586,420",20 Oct 2006,"Drama, Mystery, Sci-Fi, Thriller",Christopher Nolan,"Jonathan Nolan (screenplay), Christopher Nolan (screenplay), Christopher Priest (novel)","Hugh Jackman, Christian Bale, Michael Caine, Piper Perabo",English,Nominated for 2 Oscars. Another 5 wins & 37 nominations.,"USA, UK",Buena Vista Pictures,"1,060,585",0.85,0.76,0.66
tt0407887,The Departed,(2006),R,151min,"Crime,Drama,Thriller","$90,000,000","$26,887,467","$132,384,315","$291,465,034",Release Date: 6 October 2006 (Taiwan),"1,210,000",0,"1,039,728",0,"506,000","159,080,719",06 Oct 2006,"Crime, Drama, Thriller",Martin Scorsese,"William Monahan (screenplay), Alan Mak, Felix Chong","Leonardo DiCaprio, Matt Damon, Jack Nicholson, Mark Wahlberg","English, Cantonese",Won 4 Oscars. Another 92 wins & 135 nominations.,"USA, Hong Kong",Warner Bros. Pictures,"1,068,475",0.85,0.91,0.85
tt0416449,300,(2006),R,117min,"Action,Fantasy,War","$65,000,000","$70,885,301","$210,614,939","$456,068,181",Release Date: 9 March 2007 (Taiwan),"2,281,146",0,"1,963,536","1,457,316","1,609,534","245,453,242",09 Mar 2007,"Action, Fantasy, War",Zack Snyder,"Zack Snyder (screenplay), Kurt Johnstad (screenplay), Michael B. Gordon (screenplay), Frank Miller (graphic novel), Lynn Varley (graphic novel)","Gerard Butler, Lena Headey, Dominic West, David Wenham",English,17 wins & 45 nominations.,"USA, Canada, Bulgaria",Warner Bros. Pictures,"688,919",0.77,0.6,0.52
tt0457430,Pan's Labyrinth,(2006),R,118min,"Drama,Fantasy,War","$19,000,000","$568,641","$37,634,615","$83,258,226",Release Date: 27 April 2007 (Taiwan),"335,379",0,"179,074","114,178",0,"45,623,611",19 Jan 2007,"Drama, Fantasy, War",Guillermo del Toro,Guillermo del Toro,"Ivana Baquero, Sergi López, Maribel Verdú, Doug Jones",Spanish,Won 3 Oscars. Another 99 wins & 105 nominations.,"Mexico, Spain, USA",Picturehouse,"569,757",0.82,0.95,0.98
tt0376994,X-Men: The Last Stand,(2006),PG-13,104min,"Action,Adventure,Sci-Fi","$210,000,000","$102,750,665","$234,362,462","$459,359,555",Release Date: 16 June 2006 (Taiwan),"3,079,286","2,657,186","2,722,049","1,962,167","3,070,217","224,997,093",26 May 2006,"Action, Adventure, Sci-Fi, Thriller",Brett Ratner,"Simon Kinberg, Zak Penn","Hugh Jackman, Halle Berry, Ian McKellen, Patrick Stewart",English,7 wins & 37 nominations.,"Canada, USA, UK",20th Century Fox,"451,870",0.67,0.58,0.58
tt0477095,Starter for 10,(2006),PG-13,92min,"Comedy,Drama,Romance",,"$37,141","$216,839","$1,736,394",Also Known As: A nagy kvízválasztó,0,0,0,0,0,"1,519,555",09 Mar 2007,"Comedy, Drama, Romance, Sport",Tom Vaughan,"David Nicholls (novel), David Nicholls (screenplay)","Joseph Friend, James Gaddas, Catherine Tate, Mark Gatiss",English,1 win & 3 nominations.,"UK, USA",Picturehouse,"20,316",0.67,0.9,0.69
tt0381061,Casino Royale,(2006),PG-13,144min,"Action,Adventure,Thriller","$150,000,000","$40,833,156","$167,445,960","$599,045,960",Release Date: 17 November 2006 (Taiwan),"3,090,700","11,864,844","2,956,570","2,329,467",0,"431,600,000",17 Nov 2006,"Action, Adventure, Thriller",Martin Campbell,"Neal Purvis (screenplay), Robert Wade (screenplay), Paul Haggis (screenplay), Ian Fleming (novel)","Daniel Craig, Eva Green, Mads Mikkelsen, Judi Dench","English, French",Won 1 BAFTA Film Award. Another 26 wins & 44 nominations.,"UK, Czech Republic, USA, Germany, Bahamas",Sony,"537,380",0.8,0.94,0.8
tt0206634,Children of Men,(2006),R,109min,"Drama,Sci-Fi,Thriller","$76,000,000","$501,003","$35,552,383","$70,099,445",Release Date: 22 September 2006 (UK),0,0,0,0,0,"34,547,062",05 Jan 2007,"Drama, Sci-Fi, Thriller",Alfonso Cuarón,"Alfonso Cuarón (screenplay), Timothy J. Sexton (screenplay), David Arata (screenplay), Mark Fergus (screenplay), Hawk Ostby (screenplay), P.D. James (novel)","Clive Owen, Juan Gabriel Yacuzzi, Michael Caine, Mishal Husain","English, German, Italian, Romanian, Spanish, Arabic, Georgian, Russian, Serbian",Nominated for 3 Oscars. Another 48 wins & 76 nominations.,"USA, UK, Japan",Universal Pictures,"428,687",0.79,0.92,0.84
tt0458352,The Devil Wears Prada,(2006),PG-13,109min,"Comedy,Drama","$35,000,000","$27,537,244","$124,740,460","$326,551,094",Release Date: 30 June 2006 (USA),"2,770,622","2,401,750","1,642,834","252,584","970,910","201,810,634",30 Jun 2006,"Comedy, Drama",David Frankel,"Aline Brosh McKenna (screenplay), Lauren Weisberger (novel)","Meryl Streep, Anne Hathaway, Emily Blunt, Stanley Tucci","English, French",Nominated for 2 Oscars. Another 16 wins & 50 nominations.,"USA, France",20th Century Fox,"338,570",0.69,0.75,0.62
tt0382625,The Da Vinci Code,(2006),PG-13,149min,"Mystery,Thriller","$125,000,000","$77,073,388","$217,536,138","$758,239,851",Release Date: 18 May 2006 (Taiwan),"6,072,819","13,206,121","4,580,707","1,262,574","2,026,729","540,703,713",19 May 2006,"Mystery, Thriller",Ron Howard,"Akiva Goldsman (screenplay), Dan Brown (novel)","Tom Hanks, Audrey Tautou, Ian McKellen, Jean Reno","English, French, Latin, Spanish",Nominated for 1 Golden Globe. Another 6 wins & 20 nominations.,"USA, Malta, France, UK",Sony Pictures,"371,042",0.66,0.24,0.46
