id,name,year,classification,runtime,genres,budget,opening_weekend,gross_na,gross_g,release_date,gross_tw,gross_cn,gross_hk,gross_my,gross_sg,gross_xndom
tt3216348,Incarnate (2016),(2016),PG-13,91min,"Horror,Thriller","$5,000,000","$2,534,884","$4,799,774","$6,341,855",Release Date: 2 December 2016 (Taiwan),"37,248",0,"96,320","185,169","78,785","1,542,081"
tt4805316,A Dark Song (2016),(2016),Unrated,100min,"Drama,Fantasy,Horror",,,,"$9,919",Also Known As: Mračna pjesma,0,0,0,0,0,"9,919"
tt3344694,The Secret Scripture (2016),(2016),PG-13,108min,"Drama,Romance",,,,"$694,981",Release Date: 24 March 2017 (Ireland),0,0,0,0,0,"694,981"
tt4411618,In Dubious Battle (2016),(2016),R,110min,Drama,"$15,000,000",,,"$213,982",Release Date: 17 February 2017 (USA),0,0,0,0,0,"213,982"
tt3991412,The 9th Life of Louis Drax (2016),(2016),R,108min,"Mystery,Thriller",,,,"$584,723",Release Date: 2 September 2016 (UK),0,0,0,0,0,"584,723"
tt5325452,Boo! A Madea Halloween (2016),(2016),PG-13,103min,"Comedy,Drama,Horror","$20,000,000","$28,501,448","$73,206,343","$74,827,344",Release Date: 21 October 2016 (USA),0,0,0,0,0,"1,621,001"
tt4955566,Almost Friends (2016),(2016),TV-MA,101min,"Comedy,Drama",,,"$1,481","$35,842",Also Known As: Holding Patterns,0,0,0,0,0,"34,361"
tt4429194,Paris Can Wait (2016),(2016),PG,92min,"Comedy,Drama,Romance","$5,000,000","$98,850","$5,617,731","$13,203,541",Release Date: 7 July 2017 (Japan),0,0,0,0,0,"7,585,810"
tt5571734,Pink (III) (2016),(III),NotRated,136min,"Drama,Thriller",,,,"$180,180",Release Date: 16 September 2016 (India),0,0,0,0,0,"180,180"
tt2679552,I.T. (2016),(2016),NotRated,95min,"Crime,Drama,Mystery","€11,250,379",,,"$2,128,301",Also Known As: Hacked: Kein Leben ist sicher,0,"868,323",0,0,0,"2,128,301"
tt5157456,Viking (2016),(2016),NotRated,142min,"Action,Drama,History","RUR1,250,000,000",,,"$29,161,298",Also Known As: Vikingos,0,"2,116,918",0,0,0,"29,161,298"
tt2238032,Skiptrace (2016),(2016),PG-13,107min,"Action,Adventure,Comedy","$32,000,000",,,"$136,579,287",Release Date: 21 July 2016 (China),0,"129,014,985",0,0,0,"136,579,287"
tt4341582,Queen of Katwe (2016),(2016),PG,124min,"Biography,Drama,Sport","$15,000,000","$304,933","$8,874,389","$10,367,161",Release Date: 30 September 2016 (USA),0,0,0,0,0,"1,492,772"
tt3692652,Eloise (2016),(2016),R,89min,"Horror,Mystery,Thriller",,,,"$372,137",Also Known As: The Eloise Asylum,0,0,0,0,0,"372,137"
tt4728386,Killing Ground (2016),(2016),NotRated,88min,"Horror,Thriller","$1,300,000",,,"$80,051",Release Date: 24 August 2017 (Australia),0,0,0,0,0,"80,051"
tt5481184,League of Gods (2016),(2016),PG-13,109min,"Action,Fantasy",HK$300,"$84,779","$181,633","$43,498,766",Release Date: October 2016 (Hong Kong),0,"42,682,491",0,0,0,"43,317,133"
tt3387266,A United Kingdom (2016),(2016),PG-13,111min,"Biography,Drama,Romance","$14,000,000","$66,510","$3,902,185","$13,819,139",Release Date: 25 November 2016 (UK),0,0,"50,947",0,"21,397","9,916,954"
tt2112096,Absolutely Fabulous: The Movie (2016),(2016),R,91min,"Comedy,Crime",,"$1,861,118","$4,772,155","$37,915,971",Release Date: 1 July 2016 (UK),0,0,0,0,0,"33,143,816"
tt4578118,Rupture (I) (2016),(I),NotRated,102min,"Horror,Sci-Fi,Thriller",,,,"$31,238",Release Date: 28 April 2017 (USA),0,0,0,0,0,"31,238"
tt1227183,Swallows and Amazons (2016),(2016),NotRated,96min,"Adventure,Drama,Family",,,,"$7,772,895",Release Date: 19 August 2016 (UK),0,0,0,0,0,"7,772,895"
tt5173032,Buster's Mal Heart (2016),(2016),Unrated,96min,"Drama,Mystery,Thriller",,"$7,137","$73,121","$73,121",Also Known As: Buster két élete,0,0,0,0,0,0
tt4327752,Lady Bloodfight (2016),(2016),R,100min,"Action,Crime,Drama","$10,000,000",,,"$13,109",Release Date: 2 November 2016 (Cambodia),0,0,0,0,0,"13,109"
tt4796122,Satanic (2016),(2016),R,85min,Horror,,$205,$252,"$349,183",Also Known As: Satanic: El juego del demonio,0,0,0,0,0,"348,931"
tt3606888,A Street Cat Named Bob (2016),(2016),NotRated,103min,"Biography,Comedy,Drama","$8,000,000","$32,887","$82,703","$16,053,043",Release Date: 16 December 2016 (Taiwan),0,"7,606,781",0,0,0,"15,970,340"
tt4616250,The Perfect Weapon (2016),(2016),NotRated,88min,"Action,Drama,Sci-Fi","$14,000,000",,,"$15,436",Release Date: 9 September 2016 (USA),0,0,0,0,0,"15,436"
tt2364897,The Disappointments Room (2016),(2016),R,85min,"Drama,Horror,Thriller","$15,000,000","$1,402,823","$2,423,468","$5,745,040",Release Date: 21 October 2016 (Taiwan),0,0,0,0,0,"3,321,572"
tt4652532,Enter the Warriors Gate (2016),(2016),PG-13,108min,"Action,Adventure,Comedy","€20,000,000",,,"$3,554,029",Also Known As: Cong Chien Binh,0,"3,279,810",0,0,0,"3,554,029"
tt1967614,The Comedian (2016),(2016),R,120min,Comedy,"$15,000,000","$10,723","$1,659,002","$1,659,002",Also Known As: A komikus,0,0,0,0,0,0
tt5195412,Wakefield (2016),(2016),R,106min,"Comedy,Drama",,"$11,299","$262,599","$798,214",Release Date: 19 May 2017 (USA),0,0,0,0,0,"535,615"
tt5912454,Blue Jay (I) (2016),(I),Unrated,80min,Drama,,"$5,159","$21,626","$21,626",Release Date: 11 October 2016 (USA),0,0,0,0,0,0
tt4950110,I'm Not Ashamed (2016),(2016),PG-13,112min,"Biography,Drama","$1,500,000","$927,161","$2,082,980","$2,082,980",Release Date: 2 March 2018 (Poland),0,0,0,0,0,0
tt0825283,Maximum Ride (I) (2016),(I),PG-13,88min,"Action,Adventure,Comedy",,"$2,462","$4,218","$4,218",Release Date: 30 August 2016 (USA),0,0,0,0,0,0
tt3014078,Shangri-La Suite (2016),(2016),TV-14,90min,"Action,Crime,Drama",,"$13,344","$14,073","$14,073",Release Date: 28 October 2016 (USA),0,0,0,0,0,0
tt1798603,Bad Santa 2 (2016),(2016),R,92min,"Comedy,Crime,Drama","$26,000,000","$6,176,680","$17,782,178","$24,079,268",Release Date: 23 November 2016 (USA),0,0,0,0,0,"6,297,090"
tt4680196,Planetarium (2016),(2016),NotRated,105min,"Drama,Fantasy,Mystery",,$625,"$3,262","$546,584",Release Date: 30 December 2016 (Taiwan),0,0,0,0,0,"543,322"
tt3610746,Don't Hang Up (2016),(2016),R,83min,"Horror,Thriller",,,,"$332,571",Release Date: 10 February 2017 (USA),0,0,0,0,0,"332,571"
tt4560008,This Beautiful Fantastic (2016),(2016),PG,100min,"Comedy,Drama,Fantasy",,,,"$353,808",Release Date: 13 January 2017 (Taiwan),0,0,0,0,0,"353,808"
tt4382824,Army of One (2016),(2016),R,92min,"Adventure,Biography,Comedy",,,,"$372,194",Also Known As: Army of One: Ein Mann auf göttlicher Mission,0,0,0,0,0,"372,194"
tt4439102,Officer Downe (2016),(2016),R,88min,"Action,Comedy,Sci-Fi",,$470,$850,$850,Also Known As: Oficial Downe,0,0,0,0,0,0
tt4914580,The Age of Shadows (2016),(2016),TV-MA,140min,"Action,Drama,Thriller","$8,620,000","$165,685","$541,719","$54,491,162",Release Date: 4 November 2016 (Taiwan),0,0,0,0,0,"53,949,443"
tt5598110,In the Shadow of Iris (2016),(2016),TV-MA,99min,Thriller,,,,"$957,465",Also Known As: In the Shadow of Iris,0,0,0,0,0,"957,465"
tt1389139,When the Bough Breaks (2016),(2016),PG-13,107min,"Crime,Drama,Horror","$10,000,000","$14,202,323","$29,747,603","$30,658,387",Release Date: 9 September 2016 (USA),0,0,0,0,0,"910,784"
tt5317914,The Icebreaker (2016),(2016),PG-13,124min,"Action,Adventure,Drama","$10,000,000",,,"$5,653,694",Release Date: 20 October 2016 (Russia),0,0,0,0,0,"5,653,694"
tt4074928,Realive (2016),(2016),NotRated,112min,"Drama,Sci-Fi","$7,000,000",,,"$125,680",Also Known As: Project Lazarus,0,0,0,0,0,"125,680"
tt4265508,Amateur Night (2016),(2016),NotRated,92min,Comedy,,,,"$62,933","Also Known As: Drive, She Said",0,0,0,0,0,"62,933"
tt3743042,Lake Bodom (2016),(2016),NotRated,85min,"Horror,Mystery,Thriller","€1,100,000",,,"$710,456",Release Date: 19 August 2016 (Finland),0,0,0,0,0,"710,456"
tt2720826,Birth of the Dragon (2016),(2016),PG-13,95min,"Action,Biography,Drama",,"$2,702,430","$6,901,965","$7,215,027",Also Known As: A Origem do Dragão,0,0,0,0,0,"313,062"
tt4799064,Mindhorn (2016),(2016),TV-MA,89min,Comedy,,,,"$815,829",Also Known As: Majndhorn,0,0,0,0,0,"815,829"
tt1655461,Wild Oats (2016),(2016),PG-13,86min,"Action,Adventure,Comedy","$10,000,000","$21,554","$40,598","$247,949",Release Date: 16 September 2016 (USA),0,0,0,0,0,"207,351"
tt5170810,Inside (I) (2016),(I),NotRated,89min,"Horror,Thriller",,,,"$868,956",Release Date: 26 January 2018 (Taiwan),0,0,0,0,0,"868,956"
tt4832640,Sultan (2016),(2016),NotRated,170min,"Action,Drama,Sport","$13,430,000","$2,371,100","$6,200,000","$92,539,463",Release Date: 6 July 2016 (India),0,"5,259,463",0,0,0,"86,339,463"
tt5629964,The Midnight Man (III) (2016),(III),NotRated,95min,Horror,,,,"$2,930,680",Also Known As: Demonio de medianoche,0,0,0,0,0,"2,930,680"
tt5029608,Frantz (2016),(2016),PG-13,113min,"Drama,History,Romance",,"$18,745","$880,883","$7,779,398",Release Date: 26 May 2017 (Taiwan),0,0,0,0,0,"6,898,515"
tt1920885,Big Fish & Begonia (2016),(2016),PG-13,100min,"Animation,Adventure,Drama","￥30,000,000",,,"$85,557,721",Release Date: 8 July 2016 (China),0,"85,023,628",0,0,0,"85,557,721"
tt4769824,In This Corner of the World (2016),(2016),PG-13,129min,"Animation,Drama,History",,"$24,205","$172,147","$19,496,308",Release Date: 28 July 2017 (Taiwan),0,0,0,0,0,"19,324,161"
tt4826674,The Journey (III) (2016),(III),PG-13,94min,Drama,,"$32,895","$155,475","$482,209",Also Known As: A Viagem,0,0,0,0,0,"326,734"
tt3305308,Trespass Against Us (I) (2016),(I),R,99min,"Action,Crime,Drama",,"$1,620","$5,711","$517,197",Release Date: 3 March 2017 (UK),0,0,0,0,0,"511,486"
tt5294198,Catfight (I) (2016),(I),NotRated,95min,"Comedy,Drama","$350,000",,,"$2,666",Also Known As: Catfight - Botte da amiche,0,0,0,0,0,"2,666"
tt4961380,House on Willow Street (2016),(2016),Unrated,90min,"Action,Horror,Thriller",,,,"$63,514",Release Date: 9 June 2017 (Taiwan),0,0,0,0,0,"63,514"
tt4613254,Heartstone (2016),(2016),Unrated,129min,"Drama,Romance",,,,"$361,878",Release Date: 28 December 2016 (Iceland),0,0,0,0,0,"361,878"
tt5096536,Heal the Living (2016),(2016),NotRated,103min,Drama,,"$3,176","$3,176","$2,223,529",Release Date: 7 July 2017 (Taiwan),0,0,0,0,0,"2,220,353"
tt3894312,The Remains (I) (2016),(I),NotRated,85min,"Horror,Thriller","$200,000",,,,Also Known As: Hôn Ma Tro Lai,0,0,0,0,0,0
tt5470222,Contract to Kill (2016),(2016),R,90min,"Action,Adventure,Thriller","$10,000,000",,,"$7,048",Release Date: 2018 (USA),0,0,0,0,0,"7,048"
tt4771896,The Fury of a Patient Man (2016),(2016),TV-MA,92min,"Drama,Thriller","€1,200,000",,,"$2,341,847",Also Known As: The Fury of a Patient Man,0,0,0,0,0,"2,341,847"
tt4687848,Railroad Tigers (2016),(2016),NotRated,124min,"Action,Comedy,War","$50,000,000","$116,211","$218,044","$102,205,175",Release Date: 23 December 2016 (China),0,"101,519,156",0,0,0,"101,987,131"
tt4559006,Ae Dil Hai Mushkil (2016),(2016),NotRated,158min,"Drama,Music,Musical",,"$2,190,042","$4,264,983","$28,360,590",Release Date: 28 October 2016 (India),0,0,0,0,0,"24,095,607"
tt4939066,Battle for Incheon: Operation Chromite (2016),(2016),NotRated,111min,"Action,Drama,History","$12,620,000","$31,662","$1,023,348","$2,749,918",Release Date: 14 September 2016 (Taiwan),0,0,0,0,0,"1,726,570"
tt5235880,A Flying Jatt (2016),(2016),NotRated,151min,"Action,Adventure,Comedy",,,,"$106,015",Also Known As: Jatt Super eroul,0,0,0,0,0,"106,015"
tt4446472,Porto (2016),(2016),R,76min,"Drama,Romance",,"$2,090","$15,126","$138,567",Release Date: 21 April 2017 (Poland),0,0,0,0,0,"123,441"
tt2989524,Carrie Pilby (2016),(2016),NotRated,98min,"Comedy,Drama",,"$13,944","$18,957","$28,430",Release Date: 8 September 2017 (Taiwan),0,0,0,0,0,"9,473"
tt5193784,Brotherhood (I) (2016),(I),NotRated,104min,"Crime,Drama,Thriller",,,,"$4,613,846",Release Date: 29 August 2016 (UK),0,0,0,0,0,"4,613,846"
tt4649416,Almost Christmas (2016),(2016),PG-13,111min,"Comedy,Drama","$17,000,000","$15,134,235","$42,158,780","$42,580,920",Release Date: 11 November 2016 (USA),0,0,0,0,0,"422,140"
tt5937770,Tell Me How I Die (2016),(2016),NotRated,107min,"Horror,Mystery,Thriller",,,,"$235,208",Release Date: 16 September 2016 (USA),0,0,0,0,0,"235,208"
tt3173594,Hacker (2016),(2016),R,95min,"Crime,Drama,Thriller","$2,000,000","$6,716","$11,239","$11,239",Also Known As: Anonymous,0,0,0,0,0,0
tt4944596,May God Save Us (2016),(2016),TV-MA,127min,"Crime,Drama,Thriller","€4,000,000",,,"$3,369,996",Also Known As: May God Save Us,0,0,0,0,0,"3,369,996"
tt5197544,Baar Baar Dekho (2016),(2016),NotRated,141min,"Comedy,Drama,Romance","रू35,000,000","$612,363","$981,947","$1,329,777",Release Date: 9 September 2016 (India),0,0,0,0,0,"347,830"
tt2950418,Greater (2016),(2016),PG,130min,"Biography,Family,Sport","$9,000,000","$627,974","$2,000,093","$2,000,093",Release Date: 26 August 2016 (USA),0,0,0,0,0,0
tt4978274,Priceless (II) (2016),(II),PG-13,97min,"Crime,Drama,Romance",,"$707,021","$1,499,605","$1,499,605",Release Date: 14 October 2016 (USA),0,0,0,0,0,0
tt5259966,No manches Frida (2016),(2016),PG-13,114min,Comedy,,"$3,676,235","$11,528,613","$23,540,937",Release Date: 2 September 2016 (USA),0,0,0,0,0,"12,012,324"
tt5973626,Batman: Return of the Caped Crusaders (2016),(2016),PG,78min,"Animation,Action,Adventure","$3,500,000",,,"$56,711",Release Date: 11 October 2016 (USA),0,0,0,0,0,"56,711"
tt5126654,The Gender Card Flip (2016),(2016),TV-MA,80min,Comedy,,"$2,978","$3,774","$3,774",Release Date: 10 November 2016 (USA),0,0,0,0,0,0
tt5154288,Prevenge (2016),(2016),NotRated,88min,"Comedy,Drama,Fantasy","$104,000",,,"$103,885",Also Known As: Kerstumas,0,0,0,0,0,"103,885"
tt5011290,So Young 2: Never Gone (2016),(2016),PG-13,100min,"Drama,Romance",,"$52,134","$96,421","$48,980,792",Release Date: 8 July 2016 (China),0,"48,834,264",0,0,0,"48,884,371"
tt5770430,Ozzy (2016),(2016),G,90min,"Animation,Adventure,Comedy",,,,"$14,050,462",Release Date: 14 October 2016 (Spain),0,"1,663,369",0,0,0,"14,050,462"
tt3330764,The Neighbour (2016),(2016),NotRated,87min,"Crime,Horror,Thriller",,,,"$164,348",Also Known As: The Neighbour,0,0,0,0,0,"164,348"
tt4169250,M.S. Dhoni: The Untold Story (2016),(2016),NotRated,184min,"Biography,Drama,Sport",,"$1,108,650","$1,801,550","$27,755,817",Release Date: 30 September 2016 (India),0,0,0,0,0,"25,954,267"
tt4587366,Eliminators (2016),(2016),R,94min,Action,,,,"$317,827",Also Known As: Dôi Thanh Trung,0,0,0,0,0,"317,827"
tt4819576,L.O.R.D: Legend of Ravaging Dynasties (2016),(2016),NotRated,118min,"Animation,Fantasy",,"$170,676","$350,456","$115,918,312",Release Date: 2 December 2016 (Cambodia),0,"112,950,404",0,0,"8,415","115,567,856"
tt3113696,Don't Kill It (2016),(2016),NotRated,83min,"Action,Comedy,Fantasy","$3,500,000",,,"$8,196",Release Date: 22 December 2017 (Taiwan),0,0,0,0,0,"8,196"
tt4587780,Unleashed (I) (2016),(I),TV-14,96min,"Comedy,Fantasy,Romance",,,,"$38,358",Release Date: 25 August 2017 (USA),0,0,0,0,0,"38,358"
tt6162808,Miss Saigon: 25th Anniversary (2016),(2016),R,141min,"Drama,Musical,Romance",,,,"$3,285,528",Also Known As: Miss Saigon,0,0,0,0,"13,077","3,285,528"
tt5842624,Call of Heroes (2016),(2016),NotRated,120min,Action,"$32,000,000",,,"$25,040,561",Also Known As: Call of Heroes,0,"25,033,616",0,0,0,"25,040,561"
tt1966385,City of Tiny Lights (2016),(2016),NotRated,110min,"Crime,Drama,Thriller","£3,000,000",,,"$54,903",Also Known As: Grad neupadljive svetlosti,0,0,0,0,0,"54,903"
tt4929038,The Ornithologist (2016),(2016),Unrated,117min,"Adventure,Drama,Mystery",,"$6,132","$50,511","$74,714",Also Known As: El ornitólogo,0,0,0,0,0,"24,203"
tt1949605,Who Gets the Dog? (2016),(2016),PG,95min,Comedy,,,,"$72,353",Release Date: 13 September 2016 (USA),0,0,0,0,0,"72,353"
tt2936884,Lost in Paris (2016),(2016),NotRated,83min,Comedy,,"$4,510","$691,597","$2,147,083",Release Date: 8 March 2017 (France),0,0,0,0,0,"1,455,486"
tt5910280,Tunnel (2016),(2016),TV-14,126min,"Action,Drama",,"$172,521","$568,876","$52,444,295",Release Date: 9 December 2016 (Taiwan),0,0,0,0,0,"51,875,419"
tt4998772,Bedeviled (2016),(2016),R,91min,"Horror,Thriller",,,,"$579,942",Release Date: 22 October 2016 (USA),0,0,0,0,0,"579,942"
tt4944658,The Lighthouse of the Whales (2016),(2016),TV-MA,110min,"Biography,Drama,Romance","€6,000,000",,,"$674,493",Release Date: 16 December 2016 (Spain),0,0,0,0,0,"674,493"
tt5165344,Rustom (2016),(2016),NotRated,148min,"Crime,Drama,Thriller",,"$773,662","$1,087,419","$1,658,594",Also Known As: Rusztam,0,0,0,0,0,"571,175"
tt3574822,Hedgehogs (2016),(2016),PG,94min,Animation,"$25,000,000",,,"$1,670,217",Release Date: 22 July 2016 (China),0,"1,218,173",0,0,0,"1,670,217"
tt5115546,Ghost Team (2016),(2016),PG-13,83min,"Comedy,Thriller",,"$4,499","$6,639","$6,639",Release Date: 21 July 2016 (USA),0,0,0,0,0,0
tt5713232,Madaari (2016),(2016),NotRated,133min,"Adventure,Drama,Thriller",,,,"$24,822",Release Date: 22 July 2016 (India),0,0,0,0,0,"24,822"
tt3778010,Dead Awake (2016),(2016),NotRated,99min,"Horror,Thriller","$6,000,000","$8,834","$11,528","$21,675",Release Date: 12 May 2017 (USA),0,0,0,0,0,"10,147"
tt4677578,The Lion Woman (2016),(2016),R,126min,Drama,,,,"$453,276",Also Known As: Das Löwenmädchen,0,0,0,0,0,"453,276"
tt3177086,"No Pay, Nudity (2016)",(2016),R,92min,"Comedy,Drama",,"$3,221","$20,017","$20,017",Release Date: November 2016 (USA),0,0,0,0,0,0
tt4714896,On Wings of Eagles (2016),(2016),PG-13,108min,"Drama,History,Sport",,,"$5,975","$155,111",Release Date: 3 November 2017 (USA),0,"149,136",0,0,0,"149,136"
tt5251328,One Piece Film: Gold (2016),(2016),TV-14,120min,"Animation,Action,Adventure",,"$50,241","$423,593","$66,207,073",Release Date: 19 August 2016 (Taiwan),0,"15,584,811",0,0,0,"65,783,480"
tt5039860,Dalida (2016),(2016),PG,127min,"Biography,Drama,Music","€15,000,000","$3,170","$3,465","$5,623,134",Release Date: 29 September 2017 (Taiwan),0,0,0,0,0,"5,619,669"
tt1725969,Ethel & Ernest (2016),(2016),NotRated,94min,"Animation,Drama,History",,,,"$179,227",Release Date: 28 October 2016 (UK),0,0,0,0,0,"179,227"
tt4082524,Chosen (2016),(2016),R,105min,"Drama,War","£2,300,000","$2,449","$9,283","$9,536",Also Known As: Die Auserwählten - Helden des Widerstands,0,0,0,0,0,253
tt3771536,Shivaay (2016),(2016),NotRated,153min,"Action,Adventure,Drama",,,,"$241,862",Release Date: 28 October 2016 (India),0,0,0,0,0,"241,862"
tt5158522,The Levelling (2016),(2016),R,83min,Drama,"£1,000,000",$160,"$3,040","$118,451",Release Date: 12 May 2017 (UK),0,0,0,0,0,"115,411"
tt5108476,Befikre (2016),(2016),NotRated,130min,"Comedy,Drama,Romance",,"$498,000","$498,000","$1,040,421",Release Date: 9 December 2016 (India),0,0,0,0,0,"542,421"
tt5889204,Pokémon the Movie: Volcanion and the Mechanical Marvel (2016),(2016),PG,90min,"Animation,Action,Adventure",,,,"$19,727,392",Release Date: 18 November 2016 (Taiwan),0,"3,857,383",0,0,0,"19,727,392"
tt4000956,Brother Nature (2016),(2016),R,97min,Comedy,,"$9,699","$14,218","$14,218",Also Known As: Cognati per caso,0,0,0,0,0,0
tt5698568,1898. Los últimos de Filipinas (2016),(2016),R,105min,"Drama,History,War","€6,000,000","$1,844","$2,848","$1,995,045",Also Known As: 1898. Последние на Филиппинах,0,0,0,0,0,"1,992,197"
tt5477608,Kahaani 2 (2016),(2016),NotRated,127min,"Mystery,Thriller",,"$279,009","$350,703","$532,877",Release Date: 2 December 2016 (India),0,0,0,0,0,"182,174"
tt6237224,Macho (I) (2016),(I),Unrated,102min,"Comedy,Romance",,,,"$1,550,804",Production Co:,0,0,0,0,0,"1,550,804"
tt6091936,Love O2O (2016),(2016),TV-14,103min,Romance,,,,"$39,969,537",Also Known As: Love O2O,0,"39,969,537",0,0,0,"39,969,537"
tt2948530,48 Hours to Live (2016),(2016),TV-14,100min,"Crime,Music,Thriller",,,,"$18,847",Also Known As: Hypnotize 3D,0,0,0,0,0,"18,847"
tt4902904,The Resurrection of Gavin Stone (2016),(2016),PG,91min,"Comedy,Drama,Family","$2,000,000","$1,206,771","$2,303,792","$2,308,355",Also Known As: A Ressurreição De Gavin Stone,0,0,0,0,0,"4,563"
tt5735464,Master (2016),(2016),NotRated,143min,"Action,Crime",,"$72,821","$597,251","$51,624,799",Release Date: 13 January 2017 (Taiwan),0,0,0,0,0,"51,027,548"
tt6044910,Operation Mekong (2016),(2016),NotRated,124min,"Action,Adventure,Crime","$30,200,000","$85,082","$800,012","$173,128,787",Also Known As: Diep vu Tam giac vang,0,"172,477,764",0,0,0,"172,328,775"
tt5112622,Cold War II (2016),(2016),NotRated,110min,"Action,Crime,Drama",,"$157,385","$560,824","$103,197,501",Also Known As: Hon zin 2,0,"102,197,265",0,0,0,"102,636,677"
tt4244162,Beta Test (I) (2016),(I),NotRated,88min,"Action,Sci-Fi,Thriller","$1,600,000","$5,778","$10,104","$10,104",Release Date: 22 July 2016 (USA),0,0,0,0,0,0
tt3859980,Mohenjo Daro (2016),(2016),NotRated,155min,"Action,Adventure,Drama",,"$747,791","$1,264,339","$1,630,231",Release Date: 12 August 2016 (India),0,0,0,0,0,"365,892"
tt3865238,ChickLit (2016),(2016),TV-MA,96min,Comedy,,,,"$19,180",Filming Locations:,0,0,0,0,0,"19,180"
tt4633662,The Charnel House (2016),(2016),R,90min,"Horror,Thriller",,"$4,518","$6,332","$6,332",Release Date: 9 December 2016 (Vietnam),0,0,0,0,0,0
