id,name,year,classification,runtime,genres,budget,opening_weekend,gross_na,gross_g,release_date,gross_tw,gross_cn,gross_hk,gross_my,gross_sg,gross_xndom,release_date_USA,Genre,Director,Writer,Actors,Language,Awards,Country,Production,imdbVotes,IMDBscore,TomatoesScore,Metascore
tt1907668,Flight,(I),R,138min,"Drama,Thriller","$31,000,000","$24,900,566","$93,772,375","$161,772,375",Release Date: 22 February 2013 (Taiwan),0,0,"295,401","210,019","271,944","68,000,000",02 Nov 2012,"Drama, Thriller",Robert Zemeckis,John Gatins,"Nadine Velazquez, Denzel Washington, Carter Cabassa, Adam C. Edwards",English,Nominated for 2 Oscars. Another 16 wins & 42 nominations.,"USA, United Arab Emirates",Paramount Pictures,"301,827",0.73,0.78,0.76
tt0948470,The Amazing Spider-Man,(2012),PG-13,136min,"Action,Adventure,Sci-Fi","$230,000,000","$62,004,688","$262,030,663","$757,930,663",Release Date: 29 June 2012 (Taiwan),0,"48,818,164","8,582,133","7,116,805","6,975,115","495,900,000",03 Jul 2012,"Action, Adventure, Sci-Fi",Marc Webb,"James Vanderbilt (screenplay), Alvin Sargent (screenplay), Steve Kloves (screenplay), James Vanderbilt (story), Stan Lee (based on the Marvel comic book by), Steve Ditko (based on the Marvel comic book by)","Andrew Garfield, Emma Stone, Rhys Ifans, Denis Leary",English,2 wins & 31 nominations.,USA,Sony Pictures,"522,422",0.7,0.72,0.66
tt0903624,The Hobbit: An Unexpected Journey,(2012),PG-13,169min,"Adventure,Family,Fantasy","$180,000,000","$84,617,303","$303,003,568","$1,021,103,568",Release Date: 14 December 2012 (Taiwan),0,"49,730,000","4,827,606","4,865,381","4,319,103","718,100,000",14 Dec 2012,"Adventure, Family, Fantasy",Peter Jackson,"Fran Walsh (screenplay), Philippa Boyens (screenplay), Peter Jackson (screenplay), Guillermo del Toro (screenplay), J.R.R. Tolkien (novel)","Ian McKellen, Martin Freeman, Richard Armitage, Ken Stott",English,Nominated for 3 Oscars. Another 10 wins & 72 nominations.,"USA, New Zealand",Warner Bros.,"717,671",0.79,0.65,0.58
tt1074638,Skyfall,(2012),PG-13,143min,"Action,Adventure,Thriller","$200,000,000","$88,364,714","$304,360,277","$1,108,561,013",Release Date: 2 November 2012 (Taiwan),0,"59,330,000","5,110,895","6,648,898","5,259,603","804,200,736",09 Nov 2012,"Action, Adventure, Thriller",Sam Mendes,"Neal Purvis, Robert Wade, John Logan, Ian Fleming (characters)","Daniel Craig, Judi Dench, Javier Bardem, Ralph Fiennes","English, Turkish, Shanghainese, Portuguese, Japanese",Won 2 Oscars. Another 65 wins & 119 nominations.,"UK, USA",MGM,"590,701",0.78,0.92,0.81
tt1446714,Prometheus,(I),R,124min,"Adventure,Mystery,Sci-Fi","$130,000,000","$51,050,101","$126,477,084","$403,354,469",Release Date: 6 June 2012 (Taiwan),0,0,"3,482,784","1,626,408","2,052,274","276,877,385",08 Jun 2012,"Adventure, Mystery, Sci-Fi",Ridley Scott,"Jon Spaihts, Damon Lindelof, Dan O'Bannon (based on elements created by), Ronald Shusett (based on elements created by)","Noomi Rapace, Michael Fassbender, Charlize Theron, Idris Elba","English, Scottish Gaelic",Nominated for 1 Oscar. Another 6 wins & 46 nominations.,"USA, UK",20th Century Fox,"538,002",0.7,0.73,0.64
tt1790885,Zero Dark Thirty,(2012),R,157min,"Drama,Thriller","$40,000,000","$417,150","$95,720,716","$132,820,716",Release Date: 11 January 2013 (Taiwan),0,0,"368,068",0,"480,245","37,100,000",11 Jan 2013,"Drama, Thriller",Kathryn Bigelow,Mark Boal,"Jason Clarke, Reda Kateb, Jessica Chastain, Kyle Chandler","English, Arabic",Won 1 Oscar. Another 87 wins & 171 nominations.,"USA, United Arab Emirates",Columbia Pictures,"250,271",0.74,0.91,0.95
tt1735898,Snow White and the Huntsman,(2012),PG-13,127min,"Action,Adventure,Drama","$170,000,000","$56,217,700","$155,332,381","$396,592,829",Release Date: 1 June 2012 (Taiwan),0,0,"1,304,505","3,626,479","2,708,423","241,260,448",01 Jun 2012,"Action, Adventure, Drama, Fantasy",Rupert Sanders,"Evan Daugherty (screenplay), John Lee Hancock (screenplay), Hossein Amini (screenplay), Evan Daugherty (screen story)","Kristen Stewart, Chris Hemsworth, Charlize Theron, Sam Claflin",English,Nominated for 2 Oscars. Another 13 wins & 31 nominations.,USA,Universal Pictures,"257,901",0.61,0.49,0.57
tt2101441,Spring Breakers,(2012),R,94min,"Comedy,Crime,Drama","$5,000,000","$263,002","$14,124,284","$31,724,284",Release Date: 23 August 2013 (Taiwan),0,0,"6,386",0,"69,821","17,600,000",22 Mar 2013,"Comedy, Crime, Drama",Harmony Korine,Harmony Korine,"James Franco, Selena Gomez, Vanessa Hudgens, Ashley Benson",English,11 wins & 32 nominations.,"USA, France",A24 Films,"125,827",0.53,0.66,0.63
tt1981677,Pitch Perfect,(2012),PG-13,112min,"Comedy,Music,Romance","$17,000,000","$5,149,433","$65,001,093","$115,350,426",Release Date: 9 October 2012 (Taiwan),0,0,0,"401,854","998,321","50,349,333",05 Oct 2012,"Comedy, Music, Romance",Jason Moore,"Kay Cannon (screenplay), Mickey Rapkin (based on the book by)","Anna Kendrick, Skylar Astin, Ben Platt, Brittany Snow",English,7 wins & 20 nominations.,USA,Universal Studios,"256,009",0.72,0.8,0.66
tt1276104,Looper,(2012),R,113min,"Action,Crime,Drama","$30,000,000","$20,801,552","$66,486,205","$176,506,819",Release Date: 30 November 2012 (Taiwan),0,"20,230,000","355,840","627,158","904,884","110,020,614",28 Sep 2012,"Action, Crime, Drama, Sci-Fi, Thriller",Rian Johnson,Rian Johnson,"Joseph Gordon-Levitt, Bruce Willis, Emily Blunt, Paul Dano","English, French",16 wins & 45 nominations.,"USA, China",Sony Pictures,"499,881",0.74,0.93,0.84
tt0938330,Silent Hill: Revelation,(2012),R,95min,Horror,"$20,000,000","$8,023,036","$17,529,157","$52,302,796",Release Date: 21 December 2012 (Taiwan),0,0,"791,034","1,242,786","403,102","34,773,639",26 Oct 2012,Horror,M.J. Bassett,"M.J. Bassett, Laurent Hadida (adaptation), Keiichiro Toyama (video games)","Adelaide Clemens, Kit Harington, Carrie-Anne Moss, Sean Bean",English,8 nominations.,"Canada, France, USA",Open Road Films,"56,588",0.5,0.08,0.16
tt1659337,The Perks of Being a Wallflower,(2012),PG-13,103min,Drama,"$13,000,000","$228,359","$17,742,948","$33,384,127",Release Date: 9 October 2012 (Taiwan),0,0,"181,298","64,882","490,176","15,641,179",12 Oct 2012,Drama,Stephen Chbosky,"Stephen Chbosky (screenplay by), Stephen Chbosky (based on his book)","Logan Lerman, Dylan McDermott, Kate Walsh, Patrick de Ledebur",English,19 wins & 49 nominations.,USA,Lionsgate Films,"421,658",0.8,0.86,0.67
tt1077368,Dark Shadows,(2012),PG-13,113min,"Comedy,Fantasy,Horror","$150,000,000","$29,685,274","$79,727,149","$245,527,149",Release Date: 11 May 2012 (Taiwan),0,0,"2,104,083","1,943,194","1,681,396","165,800,000",11 May 2012,"Comedy, Fantasy, Horror",Tim Burton,"Seth Grahame-Smith (screenplay), John August (story), Seth Grahame-Smith (story), Dan Curtis (television series)","Johnny Depp, Michelle Pfeiffer, Helena Bonham Carter, Eva Green",English,2 wins & 13 nominations.,"USA, Australia, UK",Warner Bros. Pictures,"229,578",0.62,0.36,0.55
tt1371111,Cloud Atlas,(2012),R,172min,"Action,Drama,Mystery","$102,000,000","$9,612,247","$27,108,272","$130,482,868",Release Date: 26 October 2012 (USA),0,"27,710,000","1,379,007","214,263","383,894","103,374,596",26 Oct 2012,"Action, Drama, Mystery, Sci-Fi","Tom Tykwer, Lana Wachowski, Lilly Wachowski","David Mitchell (novel), Lana Wachowski (written for the screen by), Tom Tykwer (written for the screen by), Lilly Wachowski (written for the screen by), Chris Lindsay (additional material)","Tom Hanks, Halle Berry, Jim Broadbent, Hugo Weaving","English, Spanish, Ukrainian",Nominated for 1 Golden Globe. Another 16 wins & 75 nominations.,"Germany, USA, Hong Kong, Singapore, China",Warner Bros. Pictures,"325,605",0.74,0.67,0.55
tt1343727,Dredd,(2012),R,95min,"Action,Crime,Sci-Fi","$50,000,000","$6,278,491","$13,414,714","$35,626,525",Release Date: 9 November 2012 (Taiwan),0,"4,470,000","343,516","1,085,311","347,606","22,211,811",21 Sep 2012,"Action, Crime, Sci-Fi",Pete Travis,"John Wagner (characters), Carlos Ezquerra (characters), Alex Garland (screenplay)","Karl Urban, Rachel Wood, Andile Mngadi, Porteus Xandau",English,2 wins & 14 nominations.,"UK, South Africa, USA, India",Lionsgate Films,"233,969",0.71,0.79,0.6
tt1915581,Magic Mike,(2012),R,110min,"Comedy,Drama","$7,000,000","$39,127,170","$113,721,571","$167,221,571",Release Date: 9 November 2012 (Taiwan),0,0,"139,342",0,"404,521","53,500,000",29 Jun 2012,"Comedy, Drama",Steven Soderbergh,Reid Carolin,"Matthew McConaughey, Channing Tatum, Olivia Munn, Alex Pettyfer",English,9 wins & 14 nominations.,USA,Warner Bros. Pictures,"123,584",0.61,0.8,0.72
tt1034314,Iron Sky,(2012),R,93min,"Action,Comedy,Sci-Fi","€7,500,000",,"$122,082","$8,135,031",Release Date: 4 April 2012 (Finland),0,0,"48,575",0,"20,855","8,012,949",04 Apr 2012,"Action, Comedy, Sci-Fi",Timo Vuorensola,"Jarmo Puskala (original concept), Johanna Sinisalo (based on a story by), Michael Kalesniko (screenplay by), Timo Vuorensola (screenplay by)","Julia Dietze, Christopher Kirby, Götz Otto, Udo Kier","English, German",4 wins & 2 nominations.,"Finland, Germany, Australia",Entertainment One Pictures,"86,961",0.59,0.38,
tt1649419,The Impossible,(2012),PG-13,114min,"Drama,History,Thriller","$45,000,000","$143,818","$19,019,882","$198,087,212",Release Date: 1 February 2013 (Taiwan),0,"8,730,000","1,754,649","810,683","894,022","179,067,330",04 Jan 2013,"Drama, History, Thriller",J.A. Bayona,"Sergio G. Sánchez, María Belón (story)","Naomi Watts, Ewan McGregor, Tom Holland, Samuel Joslin","English, Thai, Swedish",Nominated for 1 Oscar. Another 27 wins & 67 nominations.,"Spain, USA",Lionsgate Films,"177,191",0.76,0.81,0.73
tt1440129,Battleship,(2012),PG-13,131min,"Action,Adventure,Sci-Fi","$209,000,000","$25,534,825","$65,422,625","$303,025,485",Release Date: 11 April 2012 (Taiwan),0,"48,328,711","2,490,367","6,415,419","4,189,981","237,602,860",18 May 2012,"Action, Adventure, Sci-Fi, Thriller",Peter Berg,"Jon Hoeber, Erich Hoeber","Taylor Kitsch, Alexander Skarsgård, Rihanna, Brooklyn Decker","English, Japanese",4 wins & 15 nominations.,USA,Universal,"225,149",0.58,0.34,0.41
tt1024648,Argo,(2012),R,120min,"Biography,Drama,Thriller","$44,500,000","$19,458,109","$136,025,503","$232,325,503",Release Date: 19 October 2012 (Taiwan),0,0,"568,907",0,"1,085,947","96,300,000",12 Oct 2012,"Biography, Drama, Thriller",Ben Affleck,"Chris Terrio (screenplay by), Tony Mendez (based on a selection from ""The Master of Disguise"" by), Joshuah Bearman (based on the Wired Magazine article ""The Great Escape"" by)","Ben Affleck, Bryan Cranston, Alan Arkin, John Goodman","English, Persian, Arabic",Won 3 Oscars. Another 94 wins & 152 nominations.,"USA, UK",Warner Bros. Pictures,"532,853",0.77,0.96,0.86
tt1045658,Silver Linings Playbook,(2012),R,122min,"Comedy,Drama,Romance","$21,000,000","$443,003","$132,092,958","$236,412,453",Release Date: 22 February 2013 (Taiwan),0,0,"1,197,452",0,"414,894","104,319,495",25 Dec 2012,"Comedy, Drama, Romance",David O. Russell,"David O. Russell (screenplay), Matthew Quick (novel)","Bradley Cooper, Jennifer Lawrence, Robert De Niro, Jacki Weaver",English,Won 1 Oscar. Another 88 wins & 145 nominations.,USA,The Weinstein Company,"619,372",0.77,0.92,0.81
tt2106476,The Hunt,(2012),R,115min,Drama,"$3,800,000","$43,045","$613,308","$16,742,257",Release Date: 5 April 2013 (Taiwan),0,0,"46,415",0,"18,016","16,128,949",10 Jan 2013,Drama,Thomas Vinterberg,"Tobias Lindholm (screenplay), Thomas Vinterberg (screenplay)","Mads Mikkelsen, Thomas Bo Larsen, Annika Wedderkopp, Lasse Fogelstrøm","Danish, English, Polish",Nominated for 1 Oscar. Another 36 wins & 66 nominations.,"Denmark, Sweden",Magnolia Pictures,"239,941",0.83,0.92,0.77
tt1560747,The Master,(2012),R,138min,Drama,"$32,000,000","$736,311","$16,377,274","$28,258,060",Release Date: 22 February 2013 (Taiwan),0,0,"64,737",0,"13,693","11,880,786",21 Sep 2012,Drama,Paul Thomas Anderson,Paul Thomas Anderson,"Joaquin Phoenix, Price Carson, Mike Howard, Sarah Shoshana David",English,Nominated for 3 Oscars. Another 76 wins & 179 nominations.,USA,The Weinstein Company,"130,610",0.71,0.84,0.86
tt1748122,Moonrise Kingdom,(2012),PG-13,94min,"Adventure,Comedy,Drama","$16,000,000","$522,996","$45,512,466","$68,263,166",Release Date: 29 June 2012 (USA),0,0,"134,280",0,"73,539","22,750,700",29 Jun 2012,"Adventure, Comedy, Drama, Romance",Wes Anderson,"Wes Anderson, Roman Coppola","Bruce Willis, Edward Norton, Bill Murray, Frances McDormand",English,Nominated for 1 Oscar. Another 38 wins & 118 nominations.,USA,Focus Features,"290,435",0.78,0.93,0.84
tt1817273,The Place Beyond the Pines,(2012),R,140min,"Crime,Drama,Thriller","$15,000,000","$279,457","$21,403,519","$35,485,608",Release Date: 7 June 2013 (Taiwan),0,0,"39,375","16,611","92,244","14,082,089",19 Apr 2013,"Crime, Drama, Thriller",Derek Cianfrance,"Derek Cianfrance (story), Ben Coccio (story), Derek Cianfrance (screenplay), Ben Coccio (screenplay), Darius Marder (screenplay)","Ryan Gosling, Craig Van Hook, Eva Mendes, Olga Merediz","English, Spanish",4 wins & 19 nominations.,USA,Focus Features,"225,670",0.73,0.8,0.68
tt2172071,Student of the Year,(2012),NotRated,146min,"Comedy,Drama,Romance",,"$326,508","$670,086","$1,337,281",Release Date: 19 October 2012 (India),0,0,0,"29,105",0,"667,195",19 Oct 2012,"Comedy, Drama, Romance",Karan Johar,"Renzil D'Silva (screenplay), Niranjan Iyengar (dialogue), Karan Johar","Alia Bhatt, Sidharth Malhotra, Varun Dhawan, Rishi Kapoor",Hindi,5 wins & 22 nominations.,India,Eros International,"12,758",0.54,0.5,
tt0790724,Jack Reacher,(2012),PG-13,130min,"Action,Crime,Thriller","$60,000,000","$15,210,156","$80,070,736","$218,340,595",Release Date: 27 December 2012 (Taiwan),0,"15,090,000","1,162,042","1,759,801","1,383,532","138,269,859",21 Dec 2012,"Action, Crime, Thriller",Christopher McQuarrie,"Lee Child (based on the book ""One Shot"" by), Christopher McQuarrie (written for the screen by)","Tom Cruise, Rosamund Pike, Richard Jenkins, David Oyelowo",English,1 win & 5 nominations.,USA,Paramount Pictures,"284,007",0.7,0.63,0.5
tt0443272,Lincoln,(2012),PG-13,150min,"Biography,Drama,History","$65,000,000","$944,308","$182,207,973","$275,293,450",Release Date: 22 February 2013 (Taiwan),0,0,"775,958","77,615","276,020","93,085,477",16 Nov 2012,"Biography, Drama, History, War",Steven Spielberg,"Tony Kushner (screenplay by), Doris Kearns Goodwin (based in part on the book ""Team of Rivals: The Political Genius of Abraham Lincoln"" by)","Daniel Day-Lewis, Sally Field, David Strathairn, Joseph Gordon-Levitt",English,Won 2 Oscars. Another 108 wins & 242 nominations.,"USA, India",Dreamworks Pictures,"227,883",0.74,0.89,0.86
tt1758830,This Is 40,(2012),R,134min,"Comedy,Romance","$35,000,000","$11,579,175","$67,544,505","$88,058,786",Release Date: 1 March 2013 (Taiwan),0,0,0,0,0,"20,514,281",21 Dec 2012,"Comedy, Romance",Judd Apatow,"Judd Apatow, Judd Apatow (based on characters created by)","Paul Rudd, Leslie Mann, Maude Apatow, Iris Apatow",English,2 wins & 11 nominations.,USA,Universal Pictures,"118,192",0.62,0.52,0.59
tt1645170,The Dictator,(2012),R,83min,Comedy,"$65,000,000","$17,435,092","$59,650,222","$179,379,533",Release Date: 15 June 2012 (Taiwan),0,0,"1,373,653",0,"1,515,796","119,729,311",16 May 2012,Comedy,Larry Charles,"Sacha Baron Cohen, Alec Berg, David Mandel, Jeff Schaffer","Sacha Baron Cohen, Sayed Badreya, Rocky Citron, Liam Campora","English, Hebrew, Arabic",1 win & 1 nomination.,USA,Paramount Pictures,"250,292",0.64,0.57,0.58
tt1772341,Wreck-It Ralph,(2012),PG,101min,"Animation,Adventure,Comedy","$165,000,000","$49,038,712","$189,422,889","$471,222,889",Release Date: 28 December 2012 (Taiwan),0,0,"2,764,375","1,422,341","1,822,315","281,800,000",02 Nov 2012,"Animation, Adventure, Comedy, Family, Fantasy",Rich Moore,"Rich Moore (story by), Phil Johnston (story by), Jim Reardon (story by), Phil Johnston (screenplay by), Jennifer Lee (screenplay by), John C. Reilly (additional story material by), Sam Levine (additional story material by), Jared Stern (additional story material by)","John C. Reilly, Sarah Silverman, Jack McBrayer, Jane Lynch",English,Nominated for 1 Oscar. Another 33 wins & 41 nominations.,USA,Walt Disney Pictures,"342,446",0.77,0.87,0.72
tt1217209,Brave,(2012),PG,93min,"Animation,Adventure,Comedy","$185,000,000","$66,323,594","$237,283,207","$540,437,063",Release Date: 22 June 2012 (Taiwan),0,0,"1,148,664","1,443,912","2,293,407","303,153,856",22 Jun 2012,"Animation, Adventure, Comedy, Family, Fantasy","Mark Andrews, Brenda Chapman, Steve Purcell(co-director)","Brenda Chapman (story by), Mark Andrews (screenplay by), Steve Purcell (screenplay by), Brenda Chapman (screenplay by), Irene Mecchi (screenplay by)","Kelly Macdonald, Billy Connolly, Emma Thompson, Julie Walters",English,Won 1 Oscar. Another 18 wins & 48 nominations.,"USA, UK",Walt Disney Pictures,"337,675",0.71,0.79,0.69
tt1212450,Lawless,(2012),R,116min,"Crime,Drama","$26,000,000","$10,001,982","$37,400,127","$53,676,628",Release Date: 29 August 2012 (USA),0,0,"66,237",0,"16,490","16,276,501",29 Aug 2012,"Crime, Drama",John Hillcoat,"Nick Cave (screenplay), Matt Bondurant (novel)","Shia LaBeouf, Tom Hardy, Jason Clarke, Guy Pearce",English,1 win & 8 nominations.,USA,The Weinstein Company,"213,466",0.73,0.67,0.58
tt1615065,Savages,(2012),R,131min,"Crime,Drama,Thriller","$45,000,000","$16,016,910","$47,382,068","$82,966,152",Release Date: 23 August 2012 (Taiwan),0,0,"232,183",0,"169,253","35,584,084",06 Jul 2012,"Crime, Drama, Thriller",Oliver Stone,"Shane Salerno (screenplay), Don Winslow (screenplay), Oliver Stone (screenplay), Don Winslow (novel)","Blake Lively, Taylor Kitsch, Aaron Taylor-Johnson, Jana Banker",English,6 nominations.,USA,Universal Pictures,"115,648",0.65,0.51,0.59
tt1232200,That's My Boy,(2012),R,116min,Comedy,"$70,000,000","$13,453,714","$36,931,089","$57,719,093",Release Date: 15 June 2012 (USA),0,0,0,0,0,"20,788,004",15 Jun 2012,Comedy,Sean Anders,David Caspe,"Adam Sandler, Andy Samberg, Leighton Meester, Vanilla Ice",English,5 wins & 10 nominations.,USA,Sony Pictures,"82,648",0.55,0.2,0.31
tt0454876,Life of Pi,(2012),PG,127min,"Adventure,Drama,Fantasy","$120,000,000","$22,451,514","$124,987,023","$609,016,565",Release Date: 21 November 2012 (Taiwan),0,"90,806,000","6,097,443","4,134,666","3,181,787","484,029,542",21 Nov 2012,"Adventure, Drama, Fantasy",Ang Lee,"Yann Martel (novel), David Magee (screenplay)","Suraj Sharma, Irrfan Khan, Ayush Tandon, Gautam Belur","English, Tamil, French, Japanese, Hindi, Chinese",Won 4 Oscars. Another 78 wins & 129 nominations.,"USA, Taiwan, UK, Canada",20th Century Fox,"532,065",0.79,0.86,0.79
tt1781769,Anna Karenina,(I),R,129min,"Drama,Romance",,"$320,690","$12,816,367","$68,929,150",Release Date: 16 November 2012 (Taiwan),0,0,"140,330",0,0,"56,112,783",07 Sep 2012,"Drama, Romance",Joe Wright,"Tom Stoppard (screenplay), Leo Tolstoy (novel)","Matthew Macfadyen, Eric MacLennan, Kelly Macdonald, Theo Morrissey",English,Won 1 Oscar. Another 31 wins & 51 nominations.,UK,Focus Features,"84,359",0.66,0.63,0.63
tt1637725,Ted,(2012),R,106min,"Comedy,Fantasy","$50,000,000","$54,415,205","$218,815,487","$549,368,315",Release Date: 5 July 2012 (Taiwan),0,0,"3,803,297","819,460","2,061,227","330,552,828",29 Jun 2012,"Comedy, Fantasy",Seth MacFarlane,"Seth MacFarlane (screenplay by), Alec Sulkin (screenplay by), Wellesley Wild (screenplay by), Seth MacFarlane (story by)","Mark Wahlberg, Mila Kunis, Seth MacFarlane, Joel McHale","English, Japanese",Nominated for 1 Oscar. Another 13 wins & 27 nominations.,USA,Universal Pictures,"536,267",0.69,0.68,0.62
tt1922777,Sinister,(I),R,110min,"Horror,Mystery,Thriller","$3,000,000","$18,007,634","$48,086,903","$77,712,439",Release Date: 30 November 2012 (Taiwan),0,0,"128,054","1,234,385","616,377","29,625,536",12 Oct 2012,"Horror, Mystery, Thriller",Scott Derrickson,"Scott Derrickson, C. Robert Cargill","Ethan Hawke, Juliet Rylance, Fred Dalton Thompson, James Ransone",English,3 wins & 13 nominations.,"USA, UK",Lionsgate Films,"197,938",0.68,0.64,0.53
